Step,Time (s),Rxn 0 (mol/cm3s),Err,Rxn 1 (mol/cm3s),Err,Rxn 2 (mol/cm3s),Err,Rxn 3 (mol/cm3s),Err,Rxn 4 (mol/cm3s),Err,Rxn 5 (mol/cm3s),Err,Rxn 6 (mol/cm3s),Err,Rxn 7 (mol/cm3s),Err,Rxn 8 (mol/cm3s),Err,Rxn 9 (mol/cm3s),Err
270,0.00027,84.9964947141707,0,172.657394800335,0,0.385830879211426,0,1.56200425885618,0,174.357666849893,0,-0.00185967018489919,0,-0.985337473684922,0,0.7459048507182,0,-0.00143800876475098,0,-0.920117606263375,0
271,0.000271,84.3685213327408,0,171.3387269862,0,0.547142744064331,0,1.56030125077814,0,173.019593693946,0,-0.00184578758944554,0,-0.97199222643394,0,0.739968333479557,0,-0.00142049318799309,0,-0.909361249388894,0
272,0.000272,83.7409234158695,0,170.029505826533,0,0.402513980865479,0,1.53338413638994,0,171.697737763518,0,-0.00183214967540835,0,-0.962568098213524,0,0.734106167924643,0,-0.00140491785543873,0,-0.899070143146673,0
273,0.000273,83.1291341483593,0,168.743596155196,0,0.634742140769959,0,1.53803919581696,0,170.391356056498,0,-0.00181856630632637,0,-0.948707685456611,0,0.728314972426783,0,-0.00138752997625602,0,-0.888572549447417,0
274,0.000274,82.5258826613426,0,167.474121436477,0,0.92724883556366,0,1.54789820080623,0,169.100335883583,0,-0.00180512010513212,0,-0.934280459186994,0,0.722594178608229,0,-0.00137006240282744,0,-0.87817558014649,0
275,0.000275,81.9081889018416,0,166.199685264379,0,0.317996859550476,0,1.48288649041206,0,167.823820394367,0,-0.0017920639132285,0,-0.931054367334582,0,0.716939933476035,0,-0.00135778021117972,0,-0.868809061590582,0
276,0.000276,81.3144311420619,0,164.955701075494,0,0.441197752952576,0,1.47898420551792,0,166.562310007795,0,-0.00177896142304235,0,-0.919033075100742,0,0.711354359594526,0,-0.00134172688720469,0,-0.858884687797399,0
277,0.000277,80.7298731021583,0,163.728472199291,0,0.666041612625122,0,1.48379655228928,0,165.315596800433,0,-0.00176597998330408,0,-0.905918449629098,0,0.705836476240641,0,-0.00132534977856835,0,-0.849012499762466,0
278,0.000278,80.1532937772572,0,162.516620684415,0,0.945044040679932,0,1.49322688067332,0,164.083304991619,0,-0.00175312810523565,0,-0.892307432368398,0,0.700384553308564,0,-0.00130891184724646,0,-0.839235815190477,0
279,0.000279,79.5918283350766,0,161.32341530174,0,1.47282767295837,0,1.52389674447477,0,162.864465114201,0,-0.00174030934482516,0,-0.875786942080595,0,0.694994234967086,0,-0.00129127623776526,0,-0.829315126407892,0
280,0.00028,78.9962567724288,0,160.112553726882,0,0.546943068504334,0,1.4333407310769,0,161.659376757584,0,-0.0017280941214608,0,-0.877218951587565,0,0.689666810690297,0,-0.00128191842250658,0,-0.821021118405042,0
281,0.000281,78.4404199197888,0,158.943006690592,0,0.905797839164734,0,1.44981993036345,0,160.468200246283,0,-0.00171563588821755,0,-0.863088301965036,0,0.684402883708509,0,-0.00126571166322265,0,-0.811591260979185,0
282,0.000282,77.8839126415551,0,157.780760519207,0,0.959701061248779,0,1.44129832135513,0,159.291077430972,0,-0.00170340155347048,0,-0.852829739451408,0,0.679203042547405,0,-0.0012513842119688,0,-0.802590409613913,0
283,0.000283,77.339334782213,0,156.636130865663,0,1.26383602619171,0,1.45371557865292,0,158.126405876088,0,-0.00169122061453209,0,-0.839655037852935,0,0.674060141502473,0,-0.00123588448605005,0,-0.793469466210809,0
284,0.000284,76.7863960042596,0,155.492425315082,0,0.969451427459717,0,1.4166107182391,0,156.975610556298,0,-0.00167935126142993,0,-0.833929234184325,0,0.668980427137594,0,-0.00122388183368116,0,-0.785075841879006,0
285,0.000285,76.309732299298,0,154.430644862354,0,3.92812550067902,0,1.64447485748678,0,155.836877831396,0,-0.00166679281073812,0,-0.788603940862231,0,0.663955780662359,0,-0.00119468398145273,0,-0.77399749335018,0
286,0.000286,75.7125436142087,0,153.254826612771,0,0.977253317832947,0,1.39243162143976,0,154.711616132162,0,-0.00165582148440535,0,-0.815603464492597,0,0.658992494347269,0,-0.00119719717838507,0,-0.768075977277476,0
287,0.000287,74.9708147719502,0,151.938122950494,0,-9.04080748558044,0,0.568891760893166,0,153.597982537247,0,-0.00164668152734748,0,-0.92897902126424,0,0.654082401585413,0,-0.00123738689052288,0,-0.768148378119804,0
288,0.000288000000000001,74.6608116552234,0,151.065653327852,0,0.948764204978943,0,1.36592470062897,0,152.497499348108,0,-0.00163280597098492,0,-0.798247995204292,0,0.649231768995543,0,-0.00117148520698152,0,-0.751603801501915,0
289,0.000289000000000001,74.3621353395283,0,150.209467556328,0,11.1759468317032,0,2.18113477621228,0,151.408410740249,0,-0.00161897476522199,0,-0.664826168329455,0,0.644433092149556,0,-0.00110457244844042,0,-0.735006385104498,0
290,0.000290000000000001,73.4097489528358,0,148.699565239251,0,-9.51007676124573,0,0.497765006963164,0,150.331888234481,0,-0.00161281792776435,0,-0.908601042348892,0,0.639691931886469,0,-0.00120176691544316,0,-0.744237601495115,0
291,0.000291000000000001,73.2534042857587,0,148.000245116651,0,6.91142928600311,0,1.8122081020847,0,149.266525363895,0,-0.00159772346120235,0,-0.699955276213586,0,0.635001061250659,0,-0.00110249930943951,0,-0.722800909890793,0
292,0.000292000000000001,72.6182923950255,0,146.82417422533,0,0.670018434524536,0,1.29668494174257,0,148.212789561792,0,-0.00158828861304983,0,-0.767743729054928,0,0.630363353748538,0,-0.00112346712373324,0,-0.720268211385701,0
293,0.000293000000000001,72.1301329620183,0,145.80076489225,0,0.970019459724426,0,1.31000140449032,0,147.171076072137,0,-0.00157735522651592,0,-0.755923894117586,0,0.625780078159174,0,-0.00110991710059238,0,-0.712379735196009,0
294,0.000294000000000001,71.6376211345196,0,144.779568485916,0,0.88635790348053,0,1.29206624673679,0,146.13990872866,0,-0.00156663534676227,0,-0.748884489061311,0,0.621244793734652,0,-0.00109859911415811,0,-0.704947467776947,0
295,0.000295000000000001,70.9419130645692,0,143.558456074446,0,-9.0133181810379,0,0.485442542470992,0,145.120448823628,0,-0.00155842189940358,0,-0.861475501325913,0,0.616762697662929,0,-0.00113918804578361,0,-0.70559138286626,0
296,0.000296000000000001,70.8482367806137,0,142.951044514775,0,9.10303676128387,0,1.93049055105075,0,144.111369725127,0,-0.00154347685855782,0,-0.63311065826565,0,0.612327369983485,0,-0.00103226232016596,0,-0.683570764813339,0
297,0.000297000000000001,70.1949310302734,0,141.785252250731,0,0.799625396728516,0,1.25260264752433,0,143.113048508701,0,-0.00153510557407799,0,-0.72644816886168,0,0.607941206176761,0,-0.00106475791821481,0,-0.683135035156738,0
298,0.000298000000000001,69.5648763626814,0,140.647175241262,0,-6.72525537014008,0,0.639066728297621,0,142.125880272759,0,-0.00152663948347254,0,-0.81037086143624,0,0.603605507824686,0,-0.00109319076429415,0,-0.682081612700131,0
299,0.000299000000000001,69.2666073665023,0,139.849362924695,0,1.09627640247345,0,1.25588333141059,0,141.14861488089,0,-0.00151452742596803,0,-0.707731450907886,0,0.599314534732701,0,-0.00104109045992118,0,-0.668777832353953,0
300,0.000300000000000001,68.8062442652881,0,138.893648635596,0,1.10997629165649,0,1.24673416372389,0,140.181700171291,0,-0.00150443187948213,0,-0.700164739042521,0,0.595070544376586,0,-0.00103020985113744,0,-0.661868024297291,0
301,0.000301000000000001,68.2425719499588,0,137.839893449098,0,-3.92021107673645,0,0.834197027143091,0,139.225454196853,0,-0.00149568525677068,0,-0.753995488048531,0,0.590874851720161,0,-0.00104595486695303,0,-0.659093841299182,0
302,0.000302000000000001,67.8985971398652,0,137.011639002711,0,1.09035134315491,0,1.22497128462419,0,138.278694856254,0,-0.00148456835938759,0,-0.685911690467037,0,0.586722015959547,0,-0.00100915769141352,0,-0.648382368934108,0
303,0.000303000000000001,67.3721043877304,0,136.005703084171,0,-2.63068068027496,0,0.917912173550576,0,137.342332037694,0,-0.00147570383307993,0,-0.724005566327833,0,0.582616257163449,0,-0.00101829363379125,0,-0.644729309162358,0
304,0.000304000000000001,67.0096381865442,0,135.168911438435,0,1.08462750911713,0,1.20485312817618,0,136.415192289887,0,-0.00146510237158282,0,-0.671886022668332,0,0.578552162347859,0,-0.000988610804881773,0,-0.635252988722641,0
305,0.000305000000000001,66.5185528956354,0,134.208746239543,0,-1.39655351638794,0,0.997330082114786,0,135.498155350443,0,-0.00145613174197479,0,-0.695097917225212,0,0.57453374477453,0,-0.00099151767682315,0,-0.630786196066765,0
306,0.000306000000000001,66.1384920887649,0,133.364069949836,0,1.07841491699219,0,1.18517820024863,0,134.59008783393,0,-0.00144602729346843,0,-0.658249553875066,0,0.570555843595881,0,-0.000968627523690202,0,-0.622480959427776,0
307,0.000307000000000001,65.6806804873049,0,132.447207167745,0,-0.252751350402832,0,1.06969761149958,0,133.691838913601,0,-0.0014369668331824,0,-0.667679626727477,0,0.566622267751916,0,-0.000965786857307194,0,-0.61727805112605,0
308,0.000308000000000001,65.284676335752,0,131.596063271165,0,1.07156717777252,0,1.16592736635357,0,132.802315300114,0,-0.00142733258871885,0,-0.644989666296169,0,0.562728103397384,0,-0.000949188875296159,0,-0.610054181859596,0
309,0.000309000000000001,64.8580613210797,0,130.720107551664,0,0.803203463554382,0,1.13523775758222,0,131.922335359011,0,-0.00141819815348754,0,-0.641705981455743,0,0.558876959576617,0,-0.000941066701471982,0,-0.604189286677865,0
310,0.000310000000000001,64.4477248564363,0,129.863878900185,0,1.06421482563019,0,1.14708916656673,0,131.050845720813,0,-0.00140900800084864,0,-0.632093401742168,0,0.555064163069367,0,-0.000930276212528725,0,-0.597960879211314,0
311,0.000311000000000001,64.0503560006619,0,129.026572396979,0,1.77696108818054,0,1.19442101893947,0,130.188633763128,0,-0.00139981428782221,0,-0.617094737535808,0,0.55129312750584,0,-0.000917307295935643,0,-0.591502476250753,0
312,0.000312000000000001,63.6271891817451,0,128.166537912562,0,1.05632030963898,0,1.12865264108405,0,129.334685820821,0,-0.0013910436435367,0,-0.619548185553867,0,0.547559414060965,0,-0.000911871629085681,0,-0.586189817840932,0
313,0.000313000000000001,63.2571873255074,0,127.365711856633,0,2.6717734336853,0,1.24753471044824,0,128.489758130543,0,-0.00138180479478933,0,-0.593791932507884,0,0.543866245233203,0,-0.000894471548548381,0,-0.579202586784959,0
314,0.000314000000000001,62.8226333931088,0,126.503097487614,0,1.04799711704254,0,1.11060700751841,0,127.652876503993,0,-0.00137342997408041,0,-0.607342102739494,0,0.54020941057477,0,-0.000893958004638762,0,-0.574730192893185,0
315,0.000315000000000001,62.4781994819641,0,125.736672643572,0,3.49112915992737,0,1.29487359058112,0,126.82476592928,0,-0.00136415946957413,0,-0.571742700529285,0,0.536591945711787,0,-0.000872522605220638,0,-0.567275016976055,0
316,0.000316000000000001,62.0336383841932,0,124.87264399603,0,1.03922271728516,0,1.09294190118089,0,126.004491441297,0,-0.00135615774871667,0,-0.595463645528071,0,0.533009862676464,0,-0.000876518866704146,0,-0.563571642123861,0
317,0.000317000000000001,61.7130496390164,0,124.138631967828,0,4.23847937583923,0,1.33672918472439,0,125.192746712935,0,-0.00134686843335885,0,-0.550892834085971,0,0.529466014436423,0,-0.000851424529344058,0,-0.555705754260998,0
318,0.000318000000000001,61.2597979642451,0,123.274297311902,0,1.03004169464111,0,1.07564725587144,0,124.38863571907,0,-0.00133921804467718,0,-0.583901776466519,0,0.525956629710437,0,-0.000859538430887596,0,-0.552704228291987,0
319,0.000319000000000001,60.9614172354341,0,122.570804171264,0,4.91758108139038,0,1.37342171743512,0,123.592820803686,0,-0.00132992200246917,0,-0.531184064631816,0,0.522484383025557,0,-0.000831140156407173,0,-0.544480956916232,0
320,0.000320000000000001,60.4938267916441,0,121.701424002647,0,0.754799127578735,0,1.03739323513582,0,122.804326742767,0,-0.00132268025970461,0,-0.57585215580184,0,0.519045204038145,0,-0.000844408131314367,0,-0.542349197581643,0
321,0.000321000000000001,60.2122041806579,0,121.021571263671,0,5.03259670734406,0,1.36597459157929,0,122.024018286066,0,-0.00131343262273731,0,-0.518595869245473,0,0.515642607933303,0,-0.000814208304291242,0,-0.533958377898671,0
322,0.000322000000000001,59.7495146431029,0,120.165042141452,0,0.76410984992981,0,1.02237109094858,0,121.250833283644,0,-0.00130637338867245,0,-0.564657643612009,0,0.512272174226739,0,-0.000828196008200166,0,-0.532017823512433,0
323,0.000323000000000001,59.4873096682131,0,119.51248608157,0,5.61830699443817,0,1.39583092276007,0,120.485627256474,0,-0.00129713845342394,0,-0.500611368508544,0,0.508937360667193,0,-0.000795275145634378,0,-0.523356343328487,0
324,0.000324000000000001,59.0196952670813,0,118.658699786291,0,0.792577028274536,0,1.00923031149432,0,119.727350010245,0,-0.00129036822880835,0,-0.553515381005127,0,0.50563382729075,0,-0.000812297312961618,0,-0.521934063028311,0
325,0.000325000000000001,58.7755365930498,0,118.031914988533,0,6.17020606994629,0,1.42325865849853,0,118.976852722791,0,-0.00128115577518884,0,-0.483320196857676,0,0.50236498153211,0,-0.000776931617764376,0,-0.513043626764556,0
326,0.000326000000000001,58.1723664328456,0,117.049970252439,0,-5.28319013118744,0,0.518394814338535,0,118.233060696624,0,-0.00127616676502385,0,-0.616297831700649,0,0.499126493903555,0,-0.000828140740395611,0,-0.516571877087699,0
327,0.000327000000000001,58.0434515960515,0,116.546012913808,0,5.15090656280518,0,1.32794651435688,0,117.49688274615,0,-0.00126585577555716,0,-0.485257330408785,0,0.495921761195158,0,-0.000767051571500588,0,-0.504132986359764,0
328,0.000328000000000001,57.5990254059434,0,115.730388088152,0,0.782352685928345,0,0.978657162282616,0,116.767276894977,0,-0.00125926744811977,0,-0.532850923773367,0,0.492746732985875,0,-0.000782039312241523,0,-0.502578839514172,0
329,0.000329000000000001,57.3866778165102,0,115.150010949001,0,7.02075862884521,0,1.45898220315576,0,116.04506652378,0,-0.00125013151938447,0,-0.45260954159312,0,0.489604617976696,0,-0.000742735216107349,0,-0.493360834312625,0
330,0.000330000000000002,56.9117909297347,0,114.310818277299,0,0.903016686439514,0,0.973875978495926,0,115.329677135098,0,-0.00124411474598674,0,-0.521396115189418,0,0.486493211277335,0,-0.000766823795373739,0,-0.493161308113486,0
331,0.000331000000000002,56.5709697753191,0,113.609448701143,0,0.887437343597412,0,0.9655621945858,0,114.62103743607,0,-0.00123666539172973,0,-0.516676690196618,0,0.48341192607471,0,-0.000759751847880352,0,-0.48860372218769,0
332,0.000332000000000002,56.2335868626833,0,112.914917210117,0,0.883628249168396,0,0.95827001798898,0,113.919066599027,0,-0.00122928086989305,0,-0.511876306205522,0,0.480360473680546,0,-0.000752706964931349,0,-0.48409286615788,0
333,0.000333000000000002,55.8992937877774,0,112.226892182603,0,0.87997305393219,0,0.951069648377597,0,113.223679944837,0,-0.00122196391725993,0,-0.507134058803786,0,0.477338465214624,0,-0.000745749121051631,0,-0.479637882788666,0
334,0.000334000000000002,55.5680471546948,0,111.545286718756,0,0.87629497051239,0,0.943944812286645,0,112.534794064348,0,-0.00121471374274051,0,-0.502451211796142,0,0.474345517646375,0,-0.000738877935731352,0,-0.475238079525298,0
335,0.000335000000000002,55.2398085296154,0,110.870020171627,0,0.872610092163086,0,0.936893785838038,0,111.852326877271,0,-0.00120752953307601,0,-0.497826981474645,0,0.471381254200124,0,-0.00073209210324876,0,-0.470892591256415,0
336,0.000336000000000002,54.9145423583686,0,110.201012853533,0,0.868873715400696,0,0.929916123859584,0,111.176197611877,0,-0.00120041046693586,0,-0.493260397808626,0,0.468445304257063,0,-0.000725390237846568,0,-0.466600552957971,0
337,0.000337000000000002,54.5922114402056,0,109.538186362013,0,0.865123152732849,0,0.923010751605034,0,110.506326779632,0,-0.00119335575305968,0,-0.488750518823508,0,0.465537303233705,0,-0.000718771049577072,0,-0.462361157638952,0
338,0.000338000000000002,54.2727802544832,0,108.881463354453,0,0.861327171325684,0,0.916176591068506,0,109.84263614617,0,-0.00118636460345556,0,-0.484296482696664,0,0.462656892443899,0,-0.00071223325221581,0,-0.458173590101069,0
339,0.000339000000000002,53.9562124311924,0,108.230768442154,0,0.857540965080261,0,0.909413012675941,0,109.185048714659,0,-0.00117943624562145,0,-0.479897410143167,0,0.459803719015375,0,-0.000705775579405099,0,-0.454037037095986,0
340,0.000340000000000002,53.6424746252596,0,107.586026446894,0,0.853711605072021,0,0.90271870419383,0,108.53348869568,0,-0.00117256991279646,0,-0.475552458141465,0,0.456977435748151,0,-0.000699396803952368,0,-0.449950732348952,0
341,0.000341000000000002,53.3315319120884,0,106.947164298967,0,0.849885582923889,0,0.896093066316098,0,107.887881486754,0,-0.00116576485763176,0,-0.471260764519684,0,0.454177701014753,0,-0.000693095702956725,0,-0.445913897070568,0
342,0.000342000000000002,53.0233513638377,0,106.31410908699,0,0.846006870269775,0,0.889535076916218,0,107.248153651454,0,-0.00115902034198712,0,-0.467021522286814,0,0.451404178659266,0,-0.000686871079665252,0,-0.441925780585734,0
343,0.000343000000000002,52.7178998664021,0,105.686790585518,0,0.842125654220581,0,0.88304396206513,0,106.614232894409,0,-0.00115233563562356,0,-0.462833906465676,0,0.448656537878699,0,-0.000680721768276271,0,-0.437985641328851,0
344,0.000344000000000002,52.4151433371007,0,105.065137110651,0,0.83823037147522,0,0.876618764363229,0,105.98604804243,0,-0.00114571002026764,0,-0.458697146212216,0,0.445934453131145,0,-0.000674646623366471,0,-0.434092746902024,0
345,0.000345000000000002,52.1150515638292,0,104.449080521241,0,0.834331631660461,0,0.870258613489568,0,105.363529021995,0,-0.00113914278060179,0,-0.454610448214225,0,0.443237604028526,0,-0.000668644513893923,0,-0.430246388132218,0
346,0.000346000000000002,51.8175902254879,0,103.83855211176,0,0.830396771430969,0,0.863962720148265,0,104.746606838542,0,-0.00113263324524837,0,-0.450573068752419,0,0.44056567523734,0,-0.000662714341217452,0,-0.426445865916321,0
347,0.000347000000000002,51.5227315984666,0,103.233486095443,0,0.826472163200378,0,0.857730490155518,0,104.135213558376,0,-0.00112618070610893,0,-0.446584198914934,0,0.43791835639107,0,-0.000656854996634593,0,-0.422690484032501,0
348,0.000348000000000002,51.2304420955479,0,102.63381529972,0,0.822505831718445,0,0.851560613140464,0,103.529282286731,0,-0.00111978450439665,0,-0.442643175192643,0,0.435295341986135,0,-0.000651065443776133,0,-0.418979582638713,0
349,0.000349000000000002,50.9406924024224,0,102.039475722238,0,0.818563103675842,0,0.845452787354589,0,102.928747150155,0,-0.00111344396944446,0,-0.438749226159416,0,0.432696331296788,0,-0.000645344616685861,0,-0.41531248218962,0
350,0.000350000000000002,50.6534532830119,0,101.4504027199,0,0.814597129821777,0,0.839406155981123,0,102.333543276464,0,-0.0011071584404192,0,-0.434901645581704,0,0.430121028279774,0,-0.000639691475242898,0,-0.411688529042294,0
351,0.000351000000000002,50.3686947226524,0,100.866533631459,0,0.810620665550232,0,0.833419654052705,0,101.743606777988,0,-0.00110092728274935,0,-0.431099764129613,0,0.427569141493491,0,-0.000634105039353017,0,-0.408107098832261,0
352,0.000352000000000002,50.0863878205419,0,100.287806399167,0,0.806653141975403,0,0.827492717187852,0,101.158874731396,0,-0.00109474985183056,0,-0.427342864335515,0,0.425040384002415,0,-0.000628584300955026,0,-0.404567557765404,0
353,0.000353000000000002,49.8065041750669,0,99.7141593657434,0,0.802653908729553,0,0.821624565403908,0,100.579285161205,0,-0.0010886255269611,0,-0.423630310862791,0,0.422534473297815,0,-0.000623128285184293,0,-0.401069282263052,0
354,0.000354000000000002,49.5290155783296,0,99.1455334089696,0,0.798647284507751,0,0.815814412198961,0,100.004777024835,0,-0.00108255370324173,0,-0.419961411098484,0,0.420051131225385,0,-0.000617736050060103,0,-0.397611682376009,0
355,0.000355000000000002,49.2538947425783,0,98.5818682331592,0,0.794665813446045,0,0.810061765369028,0,99.4352901892498,0,-0.00107653373444805,0,-0.416335513698868,0,0.417590083876592,0,-0.000612406625151607,0,-0.394194133739802,0
356,0.000356000000000002,48.9811139702797,0,98.0231054723263,0,0.790653586387634,0,0.804365660995245,0,98.8707654235546,0,-0.00107056505922287,0,-0.412752012722194,0,0.415151061549253,0,-0.000607139115885502,0,-0.390816075669136,0
357,0.000357000000000002,48.7106456719339,0,97.4691884294152,0,0.786646127700806,0,0.798725412692875,0,98.311144373583,0,-0.00106464708520093,0,-0.409210279700346,0,0.412733798630512,0,-0.000601932619787249,0,-0.387476930409321,0
358,0.000358000000000002,48.4424650371075,0,96.9200599659234,0,0.782642483711243,0,0.793140314053744,0,97.7563695514049,0,-0.00105877920935882,0,-0.405709669808857,0,0.410338033544343,0,-0.000596786232222257,0,-0.384176133011351,0
359,0.000359000000000002,48.1765445061028,0,96.3756638653576,0,0.778623461723328,0,0.787609811406583,0,97.2063843189942,0,-0.00105296087650686,0,-0.402249624778051,0,0.40796350867417,0,-0.000591699080928265,0,-0.380913118409808,0
360,0.000360000000000002,47.912859685719,0,95.8359451554716,0,0.774613261222839,0,0.782133225351572,0,96.6611328762579,0,-0.00104719150576216,0,-0.398829510842916,0,0.405609970304412,0,-0.000586670298275749,0,-0.37768734684505,0
361,0.000361000000000002,47.6513833738863,0,95.3008504062891,0,0.770619511604309,0,0.77670973399654,0,96.1205602381498,0,-0.00104147055947124,0,-0.395448764087632,0,0.403277168515087,0,-0.000581699066714236,0,-0.374498294142541,0
362,0.000362000000000002,47.3920924253762,0,94.7703250367194,0,0.766605138778687,0,0.771338731050491,0,95.5846122274334,0,-0.00103579746877358,0,-0.39210682513658,0,0.400964857144053,0,-0.000576784533251384,0,-0.37134541888372,0
363,0.000363000000000002,47.1349604651332,0,94.2443168051541,0,0.762588977813721,0,0.766019614413381,0,95.0532354571798,0,-0.00103017171136344,0,-0.388803113426548,0,0.398672793705323,0,-0.000571925895542336,0,-0.3682282173977,0
364,0.000364000000000002,46.8799646385014,0,93.7227742355317,0,0.758569836616516,0,0.760751749388874,0,94.5263773180434,0,-0.00102459274737043,0,-0.385537093156017,0,0.396400739327914,0,-0.000567122347916893,0,-0.365146172553068,0
365,0.000365000000000002,46.6270802505314,0,93.2056461405009,0,0.754583239555359,0,0.755534605588764,0,94.0039859618583,0,-0.00101906004408647,0,-0.382308195228688,0,0.394148458679191,0,-0.000562373099910474,0,-0.362098783283727,0
366,0.000366000000000002,46.3762843869627,0,92.6928818169981,0,0.75057578086853,0,0.750367356464267,0,93.4860102930272,0,-0.00101357309034711,0,-0.379115914984141,0,0.391915719921777,0,-0.000557677384335875,0,-0.359085568445153,0
367,0.000367000000000002,46.1275528036058,0,92.1844314783812,0,0.746588945388794,0,0.745249669533223,0,92.9723999525923,0,-0.00100813136842248,0,-0.375959711847827,0,0.389702294639232,0,-0.000553034429657373,0,-0.356106029430521,0
368,0.000368000000000002,45.8808626495302,0,91.6802459396422,0,0.742591738700867,0,0.740180584136397,0,92.4631053047313,0,-0.00100273438516751,0,-0.37283909029793,0,0.387507957772212,0,-0.000548443511888763,0,-0.353159712438355,0
369,0.000369000000000002,45.6361921876669,0,91.1802781242877,0,0.738611340522766,0,0.735159914474934,0,91.9580774259889,0,-0.000997381642207529,0,-0.36975350760622,0,0.385332487566561,0,-0.000543903874756779,0,-0.350246140180388,0
370,0.000370000000000002,45.393518038094,0,90.6844787430018,0,0.73461902141571,0,0.730186605360359,0,91.4572680889881,0,-0.000992072640173092,0,-0.366702537401579,0,0.383175665497897,0,-0.000539414813431449,0,-0.347364852525061,0
371,0.000371000000000003,45.1528185606003,0,90.1928024999797,0,0.730652809143066,0,0.725260456092656,0,90.9606297556625,0,-0.000986806911129179,0,-0.363685627351515,0,0.38103727623709,0,-0.00053497561293625,0,-0.34451540808368,0
372,0.000372000000000003,44.9140725024045,0,89.7052019592375,0,0.726683259010315,0,0.720380820101127,0,90.4681155667106,0,-0.000981583961134902,0,-0.36070230108453,0,0.378917107599871,0,-0.000530585564575858,0,-0.341697357507655,0
373,0.000373000000000003,44.6772581040859,0,89.2216324806213,0,0.72272801399231,0,0.715547031024471,0,89.9796793212361,0,-0.000976403333567077,0,-0.357752127049025,0,0.37681495045414,0,-0.000526244000667475,0,-0.338910263832076,0
374,0.000374000000000003,44.4423543177545,0,88.7420480903238,0,0.71877110004425,0,0.710758645320311,0,89.4952754742038,0,-0.000971264558614848,0,-0.354834603262134,0,0.374730598704088,0,-0.000521950232609925,0,-0.336153701777221,0
375,0.000375000000000003,44.2093402966857,0,88.2664054781199,0,0.714813113212585,0,0.706015022704378,0,89.0148591183532,0,-0.000966167191734257,0,-0.351949297764804,0,0.372663849207686,0,-0.000517703611336628,0,-0.333427256002324,0
376,0.000376000000000003,43.978194642812,0,87.7946604341269,0,0.710888624191284,0,0.701315788552165,0,88.5383859791011,0,-0.000961110774198914,0,-0.349095760495402,0,0.370614501750017,0,-0.000513503477435506,0,-0.33073049930681,0
377,0.000377000000000003,43.7488985769451,0,87.3267705366015,0,0.706957817077637,0,0.696660333778709,0,88.065812402325,0,-0.000956094868513446,0,-0.346273535513319,0,0.36858235898621,0,-0.000509349189940167,0,-0.328063036649837,0
378,0.000378000000000003,43.5214313939214,0,86.8626921288669,0,0.703029990196228,0,0.692048023222014,0,87.5970953385893,0,-0.000951119022545299,0,-0.343482206168119,0,0.366567226369127,0,-0.000505240121185579,0,-0.32542446271691,0
379,0.000379000000000003,43.2957735024393,0,86.4023838564754,0,0.699120283126831,0,0.687478486914188,0,87.1321923435171,0,-0.000946182807240348,0,-0.340721332642715,0,0.364568912146614,0,-0.000501175645638341,0,-0.322814380400814,0
380,0.000380000000000003,43.0719054862857,0,85.9458047505468,0,0.695209383964539,0,0.682951139518991,0,86.6710615573435,0,-0.000941285810682757,0,-0.337990501720924,0,0.362587227269328,0,-0.000497155164310925,0,-0.320232413199847,0
381,0.000381000000000003,42.8498076982796,0,85.4929138254374,0,0.69130551815033,0,0.67846558871679,0,86.2136616998461,0,-0.000936427607712176,0,-0.33528930589091,0,0.360621985364791,0,-0.000493178071849343,0,-0.317678170991712,0
382,0.000382000000000003,42.6294611990452,0,85.0436709653586,0,0.687432050704956,0,0.674021267797798,0,85.7599520592558,0,-0.00093160777944945,0,-0.332617345440667,0,0.358673002685673,0,-0.000489243780890547,0,-0.315151279326528,0
383,0.000383000000000003,42.4108478277922,0,84.5980370137841,0,0.683571100234985,0,0.66961775184609,0,85.3098924883383,0,-0.000926825921993668,0,-0.329974205291364,0,0.356740098088953,0,-0.000485351713507498,0,-0.312651371612446,0
384,0.000384000000000003,42.1938332207501,0,84.156048072502,0,0.682140827178955,0,0.665460116229951,0,84.863453068384,0,-0.000922083372074667,0,-0.327332903107163,0,0.35482313448918,0,-0.000481489172898364,0,-0.310175737307873,0
385,0.000385000000000003,41.9732007235289,0,83.7129382211715,0,0.468021988868713,0,0.645029713632539,0,84.4205022595483,0,-0.000917437641419383,0,-0.327246370376088,0,0.352921541653861,0,-0.000478740306533609,0,-0.307878489096765,0
386,0.000386000000000003,41.7598075792193,0,83.2780032362789,0,0.469977259635925,0,0.641197060933337,0,83.9811350900624,0,-0.000912765492103063,0,-0.324617261183448,0,0.351035713521563,0,-0.000474941629661885,0,-0.305453089284129,0
387,0.000387000000000003,41.5520407818258,0,82.8496843837202,0,0.629593968391418,0,0.649403925985098,0,83.5450750639909,0,-0.00090808047988844,0,-0.320139561139513,0,0.349164456206076,0,-0.000470390321424929,0,-0.302943535643863,0
388,0.000388000000000003,41.3429863229394,0,82.4223427008837,0,0.664099335670471,0,0.648171657696366,0,83.1126824191426,0,-0.00090346916780959,0,-0.317178661935031,0,0.347309311309292,0,-0.000466503883259861,0,-0.300542786702863,0
389,0.000389000000000003,41.1340839713812,0,81.9968192353845,0,0.635728716850281,0,0.642063418170437,0,82.6835040180204,0,-0.000898906906087404,0,-0.314985035976861,0,0.345468326008781,0,-0.000462976588408992,0,-0.298216615628917,0
