Step,Time (s),AL (mol/cm3),Err,O2 (mol/cm3),Err,ALO (mol/cm3),Err,O (mol/cm3),Err,ALO2 (mol/cm3),Err,AL2O2 (mol/cm3),Err,AL2O3(S) (mol/cm3),Err,AL2O (mol/cm3),Err,AL(L) (mol/cm3),Err,AL2O3(L) (mol/cm3),Err,T (K),Err,Density (mol/cm3),Err,Pressure (Pa),Err
115,0.0575,0,0,2.17683899489528e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59837339187779e-07,0,1.8906139030297e-11,0,2126.0372043134,0,2.26282461942796e-05,0,399996.720317143,0
116,0.058,0,0,2.17586124364717e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59450817808002e-07,0,1.90604470453923e-11,0,2126.9924735775,0,2.26180823147268e-05,0,399996.700136079,0
117,0.0585,0,0,2.1748868013508e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59065603889693e-07,0,1.92145535210115e-11,0,2127.94536483679,0,2.26079528319512e-05,0,399996.680073418,0
118,0.059,0,0,2.17391604503578e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58681846483784e-07,0,1.93683964660747e-11,0,2128.89550139566,0,2.2597861665238e-05,0,399996.660144354,0
119,0.0595,0,0,2.17294820874422e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58299242797719e-07,0,1.9522095020437e-11,0,2129.84362533362,0,2.25878008523349e-05,0,399996.640317367,0
120,0.06,0,0,2.17198303042613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57917689241601e-07,0,1.9675689082377e-11,0,2130.78998716226,0,2.2577767669192e-05,0,399996.620581632,0
121,0.0605,0,0,2.17102083678409e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57537314970578e-07,0,1.98291249412499e-11,0,2131.73426032969,0,2.25677655119364e-05,0,399996.600950261,0
122,0.061,0,0,2.17006199975516e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57158267022781e-07,0,1.99823412174285e-11,0,2132.67607270718,0,2.25577982469156e-05,0,399996.58143845,0
123,0.0615,0,0,2.16910546885611e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56780130124181e-07,0,2.01355039455547e-11,0,2133.6164497409,0,2.25478549541892e-05,0,399996.562003181,0
124,0.062,0,0,2.16815084304537e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56402745736654e-07,0,2.02886762654306e-11,0,2134.55578127685,0,2.25379314648667e-05,0,399996.542628155,0
125,0.0625,0,0,2.16720012168719e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56026904255813e-07,0,2.04415356446221e-11,0,2135.49209374466,0,2.25280485626634e-05,0,399996.523394377,0
126,0.063,0,0,2.16625265605757e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5565234923148e-07,0,2.05941838252697e-11,0,2136.4260177667,0,2.2518199503991e-05,0,399996.504275451,0
127,0.0635,0,0,2.16530713816068e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55278563585904e-07,0,2.07468299011163e-11,0,2137.35883684396,0,2.25083706920226e-05,0,399996.485218401,0
128,0.064,0,0,2.16436428210252e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54905829624516e-07,0,2.08993573539564e-11,0,2138.28984164905,0,2.24985695500071e-05,0,399996.466251932,0
129,0.0645,0,0,2.16342465962467e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54534373374339e-07,0,2.10516718098951e-11,0,2139.21846114239,0,2.24888020212929e-05,0,399996.447398961,0
130,0.065,0,0,2.16248670747649e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54163576846277e-07,0,2.1204025149097e-11,0,2140.14623483637,0,2.24790518556363e-05,0,399996.428596659,0
131,0.0655,0,0,2.16155111442295e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53793712328658e-07,0,2.13563045306383e-11,0,2141.07247737612,0,2.24693262128627e-05,0,399996.40987259,0
132,0.066,0,0,2.16061826534471e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53424931977865e-07,0,2.15084457910564e-11,0,2141.9968022509,0,2.24596290938708e-05,0,399996.391242073,0
133,0.0665,0,0,2.15968813577193e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53057226123662e-07,0,2.16604511926935e-11,0,2142.91922772708,0,2.24499602442941e-05,0,399996.372704076,0
134,0.067,0,0,2.15876128773866e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52690816957421e-07,0,2.18122269193408e-11,0,2143.83918982422,0,2.24403255065709e-05,0,399996.354280804,0
135,0.0675,0,0,2.15783772255054e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52325704999731e-07,0,2.19637704718328e-11,0,2144.75667987222,0,2.24307248942756e-05,0,399996.335972128,0
136,0.068,0,0,2.15691698022192e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51961708409056e-07,0,2.21151552355666e-11,0,2145.67214800172,0,2.24211536257835e-05,0,399996.317759592,0
137,0.0685,0,0,2.15599868346444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51598678035437e-07,0,2.22664415656121e-11,0,2146.58596359297,0,2.24116077791214e-05,0,399996.299628236,0
138,0.069,0,0,2.15508314921686e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51236739177446e-07,0,2.24175756356335e-11,0,2147.49780566058,0,2.24020906489217e-05,0,399996.281590452,0
139,0.0695,0,0,2.15416966745109e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50875611142008e-07,0,2.25686731717077e-11,0,2148.40837616983,0,2.23925948543261e-05,0,399996.263618247,0
140,0.07,0,0,2.1532593031575e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50515714956294e-07,0,2.27195564559527e-11,0,2149.31660806494,0,2.23831314660877e-05,0,399996.24575337,0
141,0.0705,0,0,2.15235112422465e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50156682130175e-07,0,2.28703782252793e-11,0,2150.22342543884,0,2.23736907947549e-05,0,399996.227959103,0
142,0.071,0,0,2.15144630230194e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49798975858361e-07,0,2.30209421539303e-11,0,2151.12765248758,0,2.23642850198199e-05,0,399996.210281214,0
143,0.0715000000000001,0,0,2.15054253754342e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49441686937795e-07,0,2.3171629537967e-11,0,2152.0315826962,0,2.23548902340015e-05,0,399996.192629838,0
144,0.0720000000000001,0,0,2.14964221709023e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49085759088763e-07,0,2.33220411917436e-11,0,2152.93282402123,0,2.23455312520323e-05,0,399996.17509806,0
145,0.0725000000000001,0,0,2.14874488266722e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48731011143702e-07,0,2.3472251371296e-11,0,2153.83182801829,0,2.23362033100673e-05,0,399996.15766775,0
146,0.0730000000000001,0,0,2.14784952892911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48377045657302e-07,0,2.362242675171e-11,0,2154.72959650469,0,2.23268959573751e-05,0,399996.140299872,0
147,0.0735000000000001,0,0,2.14695777533625e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4802450286383e-07,0,2.37722939354001e-11,0,2155.6244997619,0,2.23176260285202e-05,0,399996.123057028,0
148,0.0740000000000001,0,0,2.14606644322119e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4767212612235e-07,0,2.39223858388037e-11,0,2156.51972324833,0,2.23083604807201e-05,0,399996.105816177,0
149,0.0745000000000001,0,0,2.14517839584163e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47321047386633e-07,0,2.40722195433048e-11,0,2157.41238779458,0,2.22991290780225e-05,0,399996.088687946,0
150,0.0750000000000001,0,0,2.14429301558263e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4697102249421e-07,0,2.42218971499298e-11,0,2158.3031076497,0,2.22899254002177e-05,0,399996.071648381,0
151,0.0755000000000001,0,0,2.14340911883673e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46621583521914e-07,0,2.43716175059009e-11,0,2159.19306917452,0,2.22807371435067e-05,0,399996.054651846,0
152,0.0760000000000001,0,0,2.14252828697983e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46273355652018e-07,0,2.45211114628046e-11,0,2160.08067555117,0,2.22715807465617e-05,0,399996.037759055,0
153,0.0765000000000001,0,0,2.14165038328498e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45926284835018e-07,0,2.46704001133338e-11,0,2160.96605799567,0,2.22624547880849e-05,0,399996.020964563,0
154,0.0770000000000001,0,0,2.14077509220941e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45580246327798e-07,0,2.48195352131038e-11,0,2161.84952872741,0,2.22533559879571e-05,0,399996.004256248,0
155,0.0775000000000001,0,0,2.13990185207495e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45235018078788e-07,0,2.49686109767904e-11,0,2162.73164972771,0,2.22442785074392e-05,0,399995.987612572,0
156,0.0780000000000001,0,0,2.13903156601738e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44890957138293e-07,0,2.51174716516183e-11,0,2163.61150346193,0,2.22352317347837e-05,0,399995.971067797,0
157,0.0785000000000001,0,0,2.13816276483141e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44547482670023e-07,0,2.52663671038538e-11,0,2164.49057053187,0,2.22262003973512e-05,0,399995.954566053,0
158,0.0790000000000001,0,0,2.13729691431024e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44205174167512e-07,0,2.54150448597021e-11,0,2165.36736337664,0,2.22171997323148e-05,0,399995.938162898,0
159,0.0795000000000001,0,0,2.1364333075952e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43863752182133e-07,0,2.55636245164926e-11,0,2166.24259218534,0,2.22082223917586e-05,0,399995.921831422,0
160,0.0800000000000001,0,0,2.1355705751059e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43522675259626e-07,0,2.57123409164043e-11,0,2167.11764185543,0,2.21992541386596e-05,0,399995.905519837,0
161,0.0805000000000001,0,0,2.13471092168053e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43182815073538e-07,0,2.58608129981696e-11,0,2167.99027229489,0,2.21903178926919e-05,0,399995.889311322,0
162,0.0810000000000001,0,0,2.13385467392792e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42844300751837e-07,0,2.60089819763717e-11,0,2168.86014489592,0,2.2181417049013e-05,0,399995.873218096,0
163,0.0815000000000001,0,0,2.13300044793631e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42506585174026e-07,0,2.61570853730404e-11,0,2169.72865965125,0,2.21725372216225e-05,0,399995.857187954,0
164,0.0820000000000001,0,0,2.13214822462571e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42169660799179e-07,0,2.6305125317668e-11,0,2170.59583187823,0,2.21636782121816e-05,0,399995.841220122,0
165,0.0825000000000001,0,0,2.13129865926964e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41833786690888e-07,0,2.64529865221925e-11,0,2171.46099002154,0,2.21548468323738e-05,0,399995.825339066,0
166,0.0830000000000001,0,0,2.13045131283825e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41498789282689e-07,0,2.66007437579785e-11,0,2172.32457600996,0,2.21460385184089e-05,0,399995.809528275,0
167,0.0835000000000001,0,0,2.1296071049555e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41165032150325e-07,0,2.67482348621454e-11,0,2173.18564699377,0,2.21372628299402e-05,0,399995.793821836,0
168,0.0840000000000001,0,0,2.1287646771245e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4083197821612e-07,0,2.68956954530773e-11,0,2174.04558331361,0,2.21285056451565e-05,0,399995.778169245,0
169,0.0845000000000001,0,0,2.12792513190125e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40500063378537e-07,0,2.70429310831746e-11,0,2174.9032547685,0,2.21197784253221e-05,0,399995.762611273,0
170,0.0850000000000001,0,0,2.12708826334857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40169206224002e-07,0,2.71899758848093e-11,0,2175.75886580032,0,2.21110790296856e-05,0,399995.747140194,0
171,0.0855000000000001,0,0,2.1262518965326e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39838546891148e-07,0,2.73372110938917e-11,0,2176.61463679181,0,2.21023848494282e-05,0,399995.731675449,0
172,0.0860000000000001,0,0,2.12541807413432e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39508892959256e-07,0,2.74842765117176e-11,0,2177.46847499399,0,2.2093717118579e-05,0,399995.716292594,0
173,0.0865000000000001,0,0,2.1245863079786e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39180051429948e-07,0,2.76312567044275e-11,0,2178.32087549516,0,2.20850707624726e-05,0,399995.700973521,0
174,0.0870000000000001,0,0,2.12375741745268e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38852346253869e-07,0,2.77780052517681e-11,0,2179.17099351198,0,2.20764542987859e-05,0,399995.685748269,0
175,0.0875000000000001,0,0,2.12293078640029e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38525533834711e-07,0,2.79246294197815e-11,0,2180.01945552863,0,2.2067861322467e-05,0,399995.670594136,0
176,0.0880000000000001,0,0,2.1221065410403e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38199664076668e-07,0,2.80711052856112e-11,0,2180.8661272078,0,2.20592931455849e-05,0,399995.655515572,0
177,0.0885000000000001,0,0,2.12128314166899e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37874128251548e-07,0,2.82177055370763e-11,0,2181.7125868907,0,2.2050733762647e-05,0,399995.640456311,0
178,0.0890000000000001,0,0,2.12046301682236e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37549886497675e-07,0,2.83639966487192e-11,0,2182.55633410395,0,2.20422084187179e-05,0,399995.625504973,0
179,0.0895000000000001,0,0,2.11964403948996e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37226097890527e-07,0,2.85103564583443e-11,0,2183.39955238812,0,2.20336950031466e-05,0,399995.610583943,0
180,0.0900000000000001,0,0,2.11882710449595e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36903116206809e-07,0,2.8656624274869e-11,0,2184.2413174711,0,2.20252028177906e-05,0,399995.595725751,0
181,0.0905000000000001,0,0,2.1180126345319e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36581108563813e-07,0,2.8802722948797e-11,0,2185.08118923573,0,2.20167362566058e-05,0,399995.580945735,0
182,0.0910000000000001,0,0,2.11720113189642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36260273553324e-07,0,2.89485604462618e-11,0,2185.91864405091,0,2.2008300541078e-05,0,399995.566261915,0
183,0.0915000000000001,0,0,2.11639088636489e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35939935025194e-07,0,2.90944426527843e-11,0,2186.7554423898,0,2.19998778931168e-05,0,399995.551612366,0
184,0.0920000000000001,0,0,2.11558367267816e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35620794643152e-07,0,2.92400487409154e-11,0,2187.58974717687,0,2.19914867614735e-05,0,399995.537061134,0
185,0.0925000000000001,0,0,2.11477733618254e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35302000544907e-07,0,2.9385766028387e-11,0,2188.42378126832,0,2.19831047481363e-05,0,399995.52253042,0
186,0.0930000000000001,0,0,2.11397340957007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34984158698872e-07,0,2.95313167231115e-11,0,2189.2559563147,0,2.19747477857163e-05,0,399995.508075365,0
187,0.0935000000000001,0,0,2.11317140799427e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34667077418126e-07,0,2.96767871447339e-11,0,2190.0867697544,0,2.1966410834148e-05,0,399995.493678564,0
188,0.0940000000000001,0,0,2.11237259722313e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34351257143153e-07,0,2.98219459506652e-11,0,2190.9149051571,0,2.19581070513204e-05,0,399995.479385288,0
189,0.0945000000000001,0,0,2.11157544500089e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34036092080098e-07,0,2.99670697891561e-11,0,2191.74194588288,0,2.19498205091588e-05,0,399995.465140521,0
190,0.0950000000000001,0,0,2.11077966514585e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3372146908467e-07,0,3.01122099524515e-11,0,2192.56818596183,0,2.19415482327531e-05,0,399995.450934065,0
191,0.0955000000000001,0,0,2.10998554743176e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33407502724599e-07,0,3.02573128107335e-11,0,2193.39332169819,0,2.1933293234355e-05,0,399995.43677619,0
192,0.0960000000000001,0,0,2.10919424563885e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33094649167036e-07,0,3.04021660882129e-11,0,2194.21614980795,0,2.19250675077216e-05,0,399995.42270802,0
193,0.0965000000000001,0,0,2.1084042572671e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32782314377871e-07,0,3.05470433839706e-11,0,2195.03822836625,0,2.19168554340922e-05,0,399995.40867599,0
194,0.0970000000000001,0,0,2.10761625056422e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32470762561481e-07,0,3.0691821249147e-11,0,2195.85885888455,0,2.1908663960025e-05,0,399995.394703823,0
195,0.0975000000000001,0,0,2.10683161639589e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32160543623873e-07,0,3.08362422522613e-11,0,2196.67658748636,0,2.1900507543825e-05,0,399995.380840633,0
196,0.0980000000000001,0,0,2.10604760487209e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31850570350437e-07,0,3.09808110793565e-11,0,2197.49427580597,0,2.18923575998824e-05,0,399995.366989138,0
197,0.0985000000000001,0,0,2.10526686438729e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31541889834412e-07,0,3.11250382854519e-11,0,2198.30915809241,0,2.18842416587456e-05,0,399995.353242731,0
198,0.0990000000000001,0,0,2.10448782103517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31233879805829e-07,0,3.12692127321961e-11,0,2199.12287182815,0,2.18761433593703e-05,0,399995.339545925,0
199,0.0995000000000001,0,0,2.10370948029035e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30926147060724e-07,0,3.1413517905163e-11,0,2199.93645358766,0,2.18680523634821e-05,0,399995.325863675,0
200,0.1,0,0,2.10293406177179e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30619569172244e-07,0,3.15575412924925e-11,0,2200.74757993321,0,2.18599917444314e-05,0,399995.312273913,0
201,0.1005,0,0,2.10216046461967e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30313710895907e-07,0,3.17014856055248e-11,0,2201.55739748435,0,2.18519500585782e-05,0,399995.298737987,0
202,0.101,0,0,2.10138951837717e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30008900212378e-07,0,3.18451949806084e-11,0,2202.36503342827,0,2.1843935929179e-05,0,399995.285284754,0
203,0.1015,0,0,2.10062009262386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29704690187766e-07,0,3.19888786558551e-11,0,2203.17166771572,0,2.18359376053051e-05,0,399995.271874717,0
204,0.102,0,0,2.09985190056626e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29400967433115e-07,0,3.21325894672734e-11,0,2203.97759845832,0,2.18279521056852e-05,0,399995.258497854,0
205,0.1025,0,0,2.09908587803043e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29098101951114e-07,0,3.22761513676488e-11,0,2204.78184067554,0,2.18199891584067e-05,0,399995.245186726,0
206,0.103,0,0,2.09832193102797e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28796056584028e-07,0,3.24195805064661e-11,0,2205.58448879944,0,2.18120477864442e-05,0,399995.231937956,0
207,0.1035,0,0,2.09756041744519e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28494972834127e-07,0,3.256280811762e-11,0,2206.3851623126,0,2.18041317100941e-05,0,399995.218763906,0
208,0.104,0,0,2.09679993295619e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28194295467717e-07,0,3.27060971731904e-11,0,2207.18533428972,0,2.17962263311268e-05,0,399995.20561591,0
209,0.1045,0,0,2.09604132588046e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27894359891469e-07,0,3.28492870890437e-11,0,2207.98410952549,0,2.17883404679832e-05,0,399995.19252324,0
210,0.105,0,0,2.09528513600894e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27595379528998e-07,0,3.29922745120814e-11,0,2208.78091541743,0,2.17804797318929e-05,0,399995.179504465,0
211,0.1055,0,0,2.09453084316942e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27297148718981e-07,0,3.31351562584714e-11,0,2209.57629572787,0,2.17726387155695e-05,0,399995.166541604,0
212,0.106,0,0,2.09377882144038e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26999815366576e-07,0,3.32778600496968e-11,0,2210.36985190828,0,2.17648213076305e-05,0,399995.153647423,0
213,0.1065,0,0,2.09302845731059e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26703136905172e-07,0,3.34205009445575e-11,0,2211.16222744294,0,2.1757021130512e-05,0,399995.140800806,0
214,0.107,0,0,2.09227976773108e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26407120038847e-07,0,3.35630746942953e-11,0,2211.95340126022,0,2.17492383604244e-05,0,399995.128002287,0
215,0.1075,0,0,2.09153302499478e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26111872429025e-07,0,3.37055282861607e-11,0,2212.743082142,0,2.17414758279052e-05,0,399995.115261146,0
216,0.108,0,0,2.09078692498117e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25816878453149e-07,0,3.38481097641838e-11,0,2213.53264674385,0,2.17337199763746e-05,0,399995.102532851,0
217,0.1085,0,0,2.0900439664721e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25523126084942e-07,0,3.399034049125e-11,0,2214.31944726985,0,2.17259967811464e-05,0,399995.089902506,0
218,0.109,0,0,2.08930290294105e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25230122474176e-07,0,3.41324571264404e-11,0,2215.10479859311,0,2.17182932843418e-05,0,399995.07732756,0
219,0.1095,0,0,2.08856337149685e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24937724142165e-07,0,3.42745281498161e-11,0,2215.88908198644,0,2.17106057136389e-05,0,399995.064795712,0
220,0.11,0,0,2.08782463500664e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24645639640069e-07,0,3.44166945864995e-11,0,2216.67307708855,0,2.17029264064011e-05,0,399995.052281921,0
221,0.1105,0,0,2.08708876189658e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24354686792369e-07,0,3.45585572881041e-11,0,2217.45458541521,0,2.16952768643155e-05,0,399995.039856155,0
222,0.111,0,0,2.08635441076963e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2406433523465e-07,0,3.47003731867597e-11,0,2218.23502707985,0,2.16876431433041e-05,0,399995.02747305,0
223,0.1115,0,0,2.08562138910289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23774508847815e-07,0,3.48421786363994e-11,0,2219.01460405097,0,2.16800232420553e-05,0,399995.015126057,0
224,0.112,0,0,2.08489108775643e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23485757560831e-07,0,3.49837032338404e-11,0,2219.79183330109,0,2.16724316188283e-05,0,399995.002861929,0
225,0.1125,0,0,2.0841614417022e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2319726489185e-07,0,3.51253459507184e-11,0,2220.56890915618,0,2.16648468072598e-05,0,399994.99061123,0
226,0.113,0,0,2.08343365396132e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22909506501082e-07,0,3.52668726701432e-11,0,2221.3445482666,0,2.16572813129869e-05,0,399994.978414292,0
227,0.1135,0,0,2.08270790940685e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22622555487687e-07,0,3.54082460975172e-11,0,2222.11854983233,0,2.16497370578023e-05,0,399994.966277284,0
228,0.114,0,0,2.08198360448872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22336173217234e-07,0,3.55495826193616e-11,0,2222.89155415974,0,2.16422077676871e-05,0,399994.954179952,0
229,0.1145,0,0,2.08126048486026e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22050259125244e-07,0,3.5690931134745e-11,0,2223.663830311,0,2.16346907986589e-05,0,399994.942113809,0
230,0.115,0,0,2.08053881906201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21764919391277e-07,0,3.5832238440781e-11,0,2224.43508913718,0,2.16271889422498e-05,0,399994.930087756,0
231,0.1155,0,0,2.07982038055516e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21480855228088e-07,0,3.59731556276184e-11,0,2225.20343082259,0,2.16197206339353e-05,0,399994.918160803,0
232,0.116,0,0,2.07910363680918e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21197460690636e-07,0,3.61139813136454e-11,0,2225.97048929882,0,2.16122699427638e-05,0,399994.90628186,0
233,0.1165,0,0,2.07838824879402e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20914601731125e-07,0,3.62547811469891e-11,0,2226.73662453487,0,2.16048333444525e-05,0,399994.894439661,0
234,0.117,0,0,2.07767485207922e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20632529650953e-07,0,3.63954289793102e-11,0,2227.50115277852,0,2.15974174458722e-05,0,399994.882655183,0
235,0.1175,0,0,2.07696305863201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20351091027088e-07,0,3.65360000647161e-11,0,2228.26448641099,0,2.15900182133472e-05,0,399994.870915555,0
236,0.118,0,0,2.07625243439707e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20070114238436e-07,0,3.6676579285801e-11,0,2229.02708835839,0,2.15826311347884e-05,0,399994.85920647,0
237,0.1185,0,0,2.07554380355029e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19789925161332e-07,0,3.68170026378435e-11,0,2229.78807128908,0,2.15752647776669e-05,0,399994.847555022,0
238,0.119,0,0,2.07483619992759e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19510141781295e-07,0,3.69574605760024e-11,0,2230.54846986577,0,2.15679090985178e-05,0,399994.835929377,0
239,0.1195,0,0,2.07413042681543e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19231081715861e-07,0,3.70977928345407e-11,0,2231.30741833108,0,2.1560572447663e-05,0,399994.8243559,0
240,0.12,0,0,2.07342655870553e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18952774421311e-07,0,3.72379832971662e-11,0,2232.06483301483,0,2.15532555994599e-05,0,399994.812837025,0
241,0.1205,0,0,2.0727241759996e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18675053992027e-07,0,3.73781143724184e-11,0,2232.82116220551,0,2.15459541921024e-05,0,399994.801358915,0
242,0.121,0,0,2.07202361503939e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18398053418818e-07,0,3.75181178791333e-11,0,2233.57604066076,0,2.15386717219306e-05,0,399994.789932544,0
