Weight (cm-3),Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (-),Num coags (-),aluminum
195312887955.464,16375.4441779031,16375.4441779031,16375.4441779031,8.42434318451515e-06,2.29920754609003e-09,8.9669094297511e-09,0.0014,2,0,200000000014997
195312887955.464,16375.4441779023,16375.4441779023,16375.4441779023,8.42434318451433e-06,2.29920754608969e-09,8.9669094297498e-09,0.0014,2,0,200000000014968
195312887955.464,16375.4441778951,16375.4441778951,16375.4441778951,8.42434318450686e-06,2.29920754608664e-09,8.96690942973788e-09,0.0014,2,0,200000000014702
195312887955.464,16375.4441778947,16375.4441778947,16375.4441778947,8.42434318450645e-06,2.29920754608646e-09,8.96690942973721e-09,0.0014,2,0,200000000014687
195312887955.464,16375.4441778937,16375.4441778937,16375.4441778937,8.42434318450549e-06,2.29920754608607e-09,8.96690942973568e-09,0.0014,2,0,200000000014653
195312887955.464,16375.4441778873,16375.4441778873,16375.4441778873,8.42434318449892e-06,2.29920754608338e-09,8.96690942972519e-09,0.0014,2,0,200000000014419
195312887955.464,16375.4441778908,16375.4441778908,16375.4441778908,8.42434318450251e-06,2.29920754608485e-09,8.96690942973093e-09,0.0014,2,0,200000000014547
195312887955.464,16375.4441778917,16375.4441778917,16375.4441778917,8.42434318450338e-06,2.29920754608521e-09,8.96690942973232e-09,0.0014,2,0,200000000014578
195312887955.464,16375.4441778958,16375.4441778958,16375.4441778958,8.42434318450765e-06,2.29920754608696e-09,8.96690942973913e-09,0.0014,2,0,200000000014730
195312887955.464,16375.4441778896,16375.4441778896,16375.4441778896,8.42434318450128e-06,2.29920754608435e-09,8.96690942972896e-09,0.0014,2,0,200000000014503
195312887955.464,16375.4441778886,16375.4441778886,16375.4441778886,8.42434318450021e-06,2.29920754608391e-09,8.96690942972725e-09,0.0014,2,0,200000000014465
195312887955.464,16375.4441778835,16375.4441778835,16375.4441778835,8.42434318449499e-06,2.29920754608177e-09,8.96690942971891e-09,0.0014,2,0,200000000014279
195312887955.464,16375.44417789,16375.44417789,16375.44417789,8.42434318450167e-06,2.29920754608451e-09,8.96690942972958e-09,0.0014,2,0,200000000014517
195312887955.464,16375.4441778916,16375.4441778916,16375.4441778916,8.42434318450327e-06,2.29920754608516e-09,8.96690942973214e-09,0.0014,2,0,200000000014574
195312887955.464,16375.4441778876,16375.4441778876,16375.4441778876,8.4243431844992e-06,2.2992075460835e-09,8.96690942972564e-09,0.0014,2,0,200000000014429
195312887955.464,16375.4441778931,16375.4441778931,16375.4441778931,8.42434318450487e-06,2.29920754608582e-09,8.96690942973469e-09,0.0014,2,0,200000000014631
195312887955.464,16375.4441778832,16375.4441778832,16375.4441778832,8.42434318449465e-06,2.29920754608163e-09,8.96690942971838e-09,0.0014,2,0,200000000014267
195312887955.464,16375.4441778862,16375.4441778862,16375.4441778862,8.42434318449779e-06,2.29920754608292e-09,8.9669094297234e-09,0.0014,2,0,200000000014379
195312887955.464,16375.4441778899,16375.4441778899,16375.4441778899,8.4243431845015e-06,2.29920754608444e-09,8.96690942972931e-09,0.0014,2,0,200000000014511
195312887955.464,16375.4441778847,16375.4441778847,16375.4441778847,8.42434318449619e-06,2.29920754608227e-09,8.96690942972084e-09,0.0014,2,0,200000000014322
195312887955.464,16375.4441778795,16375.4441778795,16375.4441778795,8.42434318449081e-06,2.29920754608006e-09,8.96690942971223e-09,0.0014,2,0,200000000014130
195312887955.464,16375.4441778805,16375.4441778805,16375.4441778805,8.4243431844919e-06,2.29920754608051e-09,8.96690942971398e-09,0.0014,2,0,200000000014169
195312887955.464,16375.4441778822,16375.4441778822,16375.4441778822,8.42434318449364e-06,2.29920754608122e-09,8.96690942971676e-09,0.0014,2,0,200000000014231
195312887955.464,16375.4441778807,16375.4441778807,16375.4441778807,8.42434318449204e-06,2.29920754608057e-09,8.9669094297142e-09,0.0014,2,0,200000000014174
195312887955.464,16375.4441778809,16375.4441778809,16375.4441778809,8.42434318449226e-06,2.29920754608066e-09,8.96690942971456e-09,0.0014,2,0,200000000014182
195312887955.464,16375.4441778799,16375.4441778799,16375.4441778799,8.42434318449123e-06,2.29920754608023e-09,8.9669094297129e-09,0.0014,2,0,200000000014145
195312887955.464,16375.4441778723,16375.4441778723,16375.4441778723,8.42434318448342e-06,2.29920754607704e-09,8.96690942970044e-09,0.0014,2,0,200000000013867
195312887955.464,16375.4441778767,16375.4441778767,16375.4441778767,8.424343184488e-06,2.29920754607891e-09,8.96690942970775e-09,0.0014,2,0,200000000014030
195312887955.464,16375.4441778703,16375.4441778703,16375.4441778703,8.42434318448142e-06,2.29920754607622e-09,8.96690942969726e-09,0.0014,2,0,200000000013796
195312887955.464,16375.4441778776,16375.4441778776,16375.4441778776,8.42434318448892e-06,2.29920754607929e-09,8.96690942970923e-09,0.0014,2,0,200000000014063
195312887955.464,16375.4441778728,16375.4441778728,16375.4441778728,8.42434318448401e-06,2.29920754607728e-09,8.96690942970138e-09,0.0014,2,0,200000000013888
195312887955.464,16375.4441778759,16375.4441778759,16375.4441778759,8.4243431844871e-06,2.29920754607854e-09,8.96690942970632e-09,0.0014,2,0,200000000013998
195312887955.464,16375.4441778719,16375.4441778719,16375.4441778719,8.424343184483e-06,2.29920754607686e-09,8.96690942969977e-09,0.0014,2,0,200000000013852
195312887955.464,16375.4441778732,16375.4441778732,16375.4441778732,8.42434318448434e-06,2.29920754607742e-09,8.96690942970192e-09,0.0014,2,0,200000000013900
195312887955.464,16375.4441778732,16375.4441778732,16375.4441778732,8.4243431844844e-06,2.29920754607744e-09,8.96690942970201e-09,0.0014,2,0,200000000013902
195312887955.464,16375.4441778714,16375.4441778714,16375.4441778714,8.42434318448255e-06,2.29920754607668e-09,8.96690942969905e-09,0.0014,2,0,200000000013836
195312887955.464,16375.4441778714,16375.4441778714,16375.4441778714,8.42434318448255e-06,2.29920754607668e-09,8.96690942969905e-09,0.0014,2,0,200000000013836
195312887955.464,16375.444177864,16375.444177864,16375.444177864,8.42434318447488e-06,2.29920754607354e-09,8.96690942968681e-09,0.0014,2,0,200000000013563
195312887955.464,16375.4441778687,16375.4441778687,16375.4441778687,8.42434318447977e-06,2.29920754607554e-09,8.96690942969461e-09,0.0014,2,0,200000000013737
195312887955.464,16375.4441778699,16375.4441778699,16375.4441778699,8.42434318448095e-06,2.29920754607602e-09,8.96690942969649e-09,0.0014,2,0,200000000013779
195312887955.464,16375.4441778618,16375.4441778618,16375.4441778618,8.42434318447261e-06,2.29920754607261e-09,8.96690942968318e-09,0.0014,2,0,200000000013482
195312887955.464,16375.4441778663,16375.4441778663,16375.4441778663,8.42434318447724e-06,2.29920754607451e-09,8.96690942969058e-09,0.0014,2,0,200000000013647
195312887955.464,16375.4441778684,16375.4441778684,16375.4441778684,8.42434318447943e-06,2.2992075460754e-09,8.96690942969407e-09,0.0014,2,0,200000000013725
195312887955.464,16375.4441778629,16375.4441778629,16375.4441778629,8.42434318447381e-06,2.2992075460731e-09,8.96690942968511e-09,0.0014,2,0,200000000013525
195312887955.464,16375.4441778625,16375.4441778625,16375.4441778625,8.42434318447334e-06,2.29920754607291e-09,8.96690942968434e-09,0.0014,2,0,200000000013508
195312887955.464,16375.4441778634,16375.4441778634,16375.4441778634,8.42434318447432e-06,2.29920754607331e-09,8.96690942968592e-09,0.0014,2,0,200000000013543
195312887955.464,16375.4441778592,16375.4441778592,16375.4441778592,8.42434318447e-06,2.29920754607154e-09,8.96690942967901e-09,0.0014,2,0,200000000013389
195312887955.464,16375.4441778588,16375.4441778588,16375.4441778588,8.42434318446955e-06,2.29920754607136e-09,8.96690942967829e-09,0.0014,2,0,200000000013373
195312887955.464,16375.4441778567,16375.4441778567,16375.4441778567,8.42434318446735e-06,2.29920754607046e-09,8.96690942967479e-09,0.0014,2,0,200000000013295
195312887955.464,16375.4441778537,16375.4441778537,16375.4441778537,8.42434318446435e-06,2.29920754606923e-09,8.96690942967e-09,0.0014,2,0,200000000013188
195312887955.464,16375.4441778621,16375.4441778621,16375.4441778621,8.42434318447294e-06,2.29920754607275e-09,8.96690942968372e-09,0.0014,2,0,200000000013494
195312887955.464,16375.4441778623,16375.4441778623,16375.4441778623,8.4243431844732e-06,2.29920754607285e-09,8.96690942968412e-09,0.0014,2,0,200000000013503
195312887955.464,16375.4441778591,16375.4441778591,16375.4441778591,8.42434318446991e-06,2.29920754607151e-09,8.96690942967888e-09,0.0014,2,0,200000000013386
195312887955.464,16375.4441778615,16375.4441778615,16375.4441778615,8.42434318447235e-06,2.29920754607251e-09,8.96690942968278e-09,0.0014,2,0,200000000013473
195312887955.464,16375.4441778557,16375.4441778557,16375.4441778557,8.4243431844664e-06,2.29920754607007e-09,8.96690942967327e-09,0.0014,2,0,200000000013261
195312887955.464,16375.4441778544,16375.4441778544,16375.4441778544,8.42434318446503e-06,2.29920754606951e-09,8.96690942967107e-09,0.0014,2,0,200000000013212
195312887955.464,16375.444177855,16375.444177855,16375.444177855,8.42434318446561e-06,2.29920754606975e-09,8.96690942967202e-09,0.0014,2,0,200000000013233
195312887955.464,16375.4441778544,16375.4441778544,16375.4441778544,8.424343184465e-06,2.2992075460695e-09,8.96690942967103e-09,0.0014,2,0,200000000013211
195312887955.464,16375.4441778555,16375.4441778555,16375.4441778555,8.42434318446612e-06,2.29920754606995e-09,8.96690942967282e-09,0.0014,2,0,200000000013251
195312887955.464,16375.4441778554,16375.4441778554,16375.4441778554,8.42434318446606e-06,2.29920754606993e-09,8.96690942967273e-09,0.0014,2,0,200000000013249
195312887955.464,16375.4441778548,16375.4441778548,16375.4441778548,8.42434318446541e-06,2.29920754606967e-09,8.9669094296717e-09,0.0014,2,0,200000000013226
195312887955.464,16375.4441778558,16375.4441778558,16375.4441778558,8.42434318446651e-06,2.29920754607012e-09,8.96690942967345e-09,0.0014,2,0,200000000013265
195312887955.464,16375.4441778508,16375.4441778508,16375.4441778508,8.42434318446135e-06,2.299207546068e-09,8.9669094296652e-09,0.0014,2,0,200000000013081
195312887955.464,16375.4441778492,16375.4441778492,16375.4441778492,8.42434318445966e-06,2.29920754606731e-09,8.96690942966251e-09,0.0014,2,0,200000000013021
195312887955.464,16375.4441778485,16375.4441778485,16375.4441778485,8.42434318445896e-06,2.29920754606702e-09,8.96690942966139e-09,0.0014,2,0,200000000012996
195312887955.464,16375.4441778413,16375.4441778413,16375.4441778413,8.42434318445157e-06,2.299207546064e-09,8.9669094296496e-09,0.0014,2,0,200000000012733
195312887955.464,16375.4441778451,16375.4441778451,16375.4441778451,8.42434318445545e-06,2.29920754606559e-09,8.96690942965579e-09,0.0014,2,0,200000000012871
195312887955.464,16375.4441778462,16375.4441778462,16375.4441778462,8.4243431844566e-06,2.29920754606606e-09,8.96690942965762e-09,0.0014,2,0,200000000012912
195312887955.464,16375.4441778429,16375.4441778429,16375.4441778429,8.42434318445317e-06,2.29920754606465e-09,8.96690942965215e-09,0.0014,2,0,200000000012790
195312887955.464,16375.4441778444,16375.4441778444,16375.4441778444,8.42434318445478e-06,2.29920754606531e-09,8.96690942965471e-09,0.0014,2,0,200000000012847
195312887955.464,16375.4441778441,16375.4441778441,16375.4441778441,8.42434318445441e-06,2.29920754606516e-09,8.96690942965413e-09,0.0014,2,0,200000000012834
195312887955.464,16375.4441778459,16375.4441778459,16375.4441778459,8.42434318445623e-06,2.29920754606591e-09,8.96690942965704e-09,0.0014,2,0,200000000012899
195312887955.464,16375.4441778373,16375.4441778373,16375.4441778373,8.42434318444742e-06,2.2992075460623e-09,8.96690942964296e-09,0.0014,2,0,200000000012585
195312887955.464,16375.4441778418,16375.4441778418,16375.4441778418,8.42434318445211e-06,2.29920754606422e-09,8.96690942965045e-09,0.0014,2,0,200000000012752
195312887955.464,16375.4441778413,16375.4441778413,16375.4441778413,8.42434318445157e-06,2.299207546064e-09,8.9669094296496e-09,0.0014,2,0,200000000012733
195312887955.464,16375.4441778451,16375.4441778451,16375.4441778451,8.42434318445542e-06,2.29920754606557e-09,8.96690942965574e-09,0.0014,2,0,200000000012870
195312887955.464,16375.4441778394,16375.4441778394,16375.4441778394,8.42434318444963e-06,2.29920754606321e-09,8.9669094296465e-09,0.0014,2,0,200000000012664
195312887955.464,16375.444177838,16375.444177838,16375.444177838,8.42434318444812e-06,2.29920754606259e-09,8.96690942964408e-09,0.0014,2,0,200000000012610
195312887955.464,16375.4441778358,16375.4441778358,16375.4441778358,8.42434318444585e-06,2.29920754606165e-09,8.96690942964045e-09,0.0014,2,0,200000000012529
195312887955.464,16375.4441778357,16375.4441778357,16375.4441778357,8.42434318444576e-06,2.29920754606162e-09,8.96690942964032e-09,0.0014,2,0,200000000012526
195312887955.464,16375.4441778347,16375.4441778347,16375.4441778347,8.42434318444472e-06,2.29920754606119e-09,8.96690942963866e-09,0.0014,2,0,200000000012489
195312887955.464,16375.4441778411,16375.4441778411,16375.4441778411,8.42434318445138e-06,2.29920754606392e-09,8.96690942964928e-09,0.0014,2,0,200000000012726
195312887955.464,16375.4441778403,16375.4441778403,16375.4441778403,8.42434318445053e-06,2.29920754606357e-09,8.96690942964794e-09,0.0014,2,0,200000000012696
195312887955.464,16375.4441778381,16375.4441778381,16375.4441778381,8.42434318444829e-06,2.29920754606265e-09,8.96690942964435e-09,0.0014,2,0,200000000012616
195312887955.464,16375.4441778402,16375.4441778402,16375.4441778402,8.42434318445039e-06,2.29920754606352e-09,8.96690942964772e-09,0.0014,2,0,200000000012691
195312887955.464,16375.4441778356,16375.4441778356,16375.4441778356,8.42434318444568e-06,2.29920754606159e-09,8.96690942964018e-09,0.0014,2,0,200000000012523
195312887955.464,16375.4441778352,16375.4441778352,16375.4441778352,8.42434318444531e-06,2.29920754606144e-09,8.9669094296396e-09,0.0014,2,0,200000000012510
195312887955.464,16375.4441778273,16375.4441778273,16375.4441778273,8.42434318443717e-06,2.2992075460581e-09,8.9669094296266e-09,0.0014,2,0,200000000012220
195312887955.464,16375.4441778347,16375.4441778347,16375.4441778347,8.4243431844448e-06,2.29920754606123e-09,8.96690942963879e-09,0.0014,2,0,200000000012492
195312887955.464,16375.444177835,16375.444177835,16375.444177835,8.42434318444506e-06,2.29920754606133e-09,8.9669094296392e-09,0.0014,2,0,200000000012501
195312887955.464,16375.4441778254,16375.4441778254,16375.4441778254,8.42434318443523e-06,2.29920754605731e-09,8.9669094296235e-09,0.0014,2,0,200000000012151
195312887955.464,16375.4441778302,16375.4441778302,16375.4441778302,8.42434318444017e-06,2.29920754605933e-09,8.9669094296314e-09,0.0014,2,0,200000000012327
195312887955.464,16375.4441778295,16375.4441778295,16375.4441778295,8.42434318443944e-06,2.29920754605903e-09,8.96690942963023e-09,0.0014,2,0,200000000012301
195312887955.464,16375.4441778231,16375.4441778231,16375.4441778231,8.42434318443281e-06,2.29920754605632e-09,8.96690942961965e-09,0.0014,2,0,200000000012065
195312887955.464,16375.4441778278,16375.4441778278,16375.4441778278,8.42434318443762e-06,2.29920754605829e-09,8.96690942962732e-09,0.0014,2,0,200000000012236
195312887955.464,16375.4441778293,16375.4441778293,16375.4441778293,8.42434318443924e-06,2.29920754605895e-09,8.96690942962992e-09,0.0014,2,0,200000000012294
195312887955.464,16375.4441778235,16375.4441778235,16375.4441778235,8.42434318443326e-06,2.2992075460565e-09,8.96690942962037e-09,0.0014,2,0,200000000012081
